status,card_present_flag,account,long_lat,txn_description,first_name,balance,date,gender,age,merchant_state,extraction,amount,transaction_id,customer_id,movement,month,dayofweek,hour,category
authorized,1.0,ACC-3541460373,145.00 -37.83,POS,Jeffrey,3513.6,2018-10-05,M,24,VIC,22:44:34,36.63,043cd1d631314851b158f4a64f7c2951,CUS-1433879684,debit,10,4,22,Purchase
authorized,1.0,ACC-2528867619,138.58 -34.96,SALES-POS,Abigail,16383.14,2018-10-05,F,40,ACT,22:54:05,8.71,de190bde7ccb427da758ced811dead3d,CUS-2505971401,debit,10,4,22,Purchase
posted,n/a,ACC-3541460373,145.00 -37.83,PAYMENT,Jeffrey,3472.6,2018-10-05,M,24,n/a,23:00:00,41.0,5588eee6786d48c0b008c3e442f85580,CUS-1433879684,debit,10,4,23,Others
posted,n/a,ACC-3827517394,151.12 -33.89,PAYMENT,Craig,41308.99,2018-10-05,M,28,n/a,23:00:00,80.0,97549f99d2104d15bde7235a114316c6,CUS-2663907001,debit,10,4,23,Others
authorized,1.0,ACC-1334819143,145.13 -37.70,POS,Christopher,63515.69,2018-10-05,M,33,VIC,23:05:03,22.86,ebb420f001464e27a496ca50a5c76888,CUS-3117610635,debit,10,4,23,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,SALES-POS,Richard,17184.21,2018-10-05,M,24,QLD,23:18:23,25.24,ccf80bd5fa8c415a989bbc28cc451003,CUS-51506836,debit,10,4,23,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,POS,Diana,3066.55,2018-10-05,F,26,QLD,23:31:43,11.13,cda1dfed40e74c08916331eace205067,CUS-2487424745,debit,10,4,23,Purchase
authorized,1.0,ACC-3317636250,153.02 -27.66,POS,Kenneth,14311.74,2018-10-05,M,35,QLD,23:45:03,15.26,629931af890d434aa3dd799b7968e0d7,CUS-2738291516,debit,10,4,23,Purchase
authorized,1.0,ACC-2528867619,138.58 -34.96,SALES-POS,Abigail,16362.61,2018-10-05,F,40,NSW,23:58:23,20.53,9f14c33c82204db181f3effd176625fb,CUS-2505971401,debit,10,4,23,Purchase
authorized,0.0,ACC-182446574,116.06 -32.00,POS,Tonya,7617.37,2018-10-06,F,27,WA,00:54:59,68.27,009d8e6d221e46a9a7b677fe9e38275d,CUS-3026014945,debit,10,5,0,Purchase
authorized,1.0,ACC-1037050564,153.10 -27.66,POS,Rhonda,3935.48,2018-10-06,F,40,QLD,01:15:19,20.45,683657699ffd4d0dbb32c387350b8108,CUS-1614226872,debit,10,5,1,Purchase
authorized,0.0,ACC-3233697971,151.04 -33.77,SALES-POS,Robin,10850.75,2018-10-06,F,34,NSW,01:31:59,11.14,de4703d3560f45c1bd0aff9065cfe1f6,CUS-1147642491,debit,10,5,1,Purchase
authorized,0.0,ACC-2249586092,115.98 -32.07,SALES-POS,Edward,9881.46,2018-10-06,M,19,WA,01:48:39,38.54,bc81063d5aa94f5d84f154bdb13547ea,CUS-443776336,debit,10,5,1,Purchase
posted,n/a,ACC-3481401842,115.74 -31.72,PAYMENT,Tiffany,7146.3,2018-10-06,F,25,n/a,02:00:00,26.0,eda553cd2771444ba1b1cbc1255511db,CUS-1669695324,debit,10,5,2,Others
posted,n/a,ACC-1523339231,115.83 -31.90,PAYMENT,Tim,68732.87,2018-10-06,M,40,n/a,02:00:00,183.0,d003e7dcbf6847c7bf513c9cab19ebeb,CUS-1816693151,debit,10,5,2,Others
posted,n/a,ACC-38923874,151.27 -33.90,PAYMENT,Ryan,44020.31,2018-10-06,M,38,n/a,02:00:00,185.0,c5d752b0307c458c8d14813aa9414bee,CUS-3249305314,debit,10,5,2,Others
authorized,0.0,ACC-854938045,147.63 -22.84,SALES-POS,James,13130.3,2018-10-06,M,28,VIC,02:08:53,45.28,91c9977b1be643f5b385df8ab74c0880,CUS-4023861240,debit,10,5,2,Purchase
authorized,0.0,ACC-2988263882,145.18 -37.90,POS,Michael,6728.06,2018-10-06,M,44,VIC,02:36:39,28.78,b8b83a4e502c4fad9788abc3bdc7c9e7,CUS-1233833708,debit,10,5,2,Purchase
authorized,1.0,ACC-2681137560,151.11 -33.99,POS,Nathaniel,8886.45,2018-10-06,M,31,NSW,03:06:39,21.31,73dee3418a73423fb6cde00a4ed4d755,CUS-2083971310,debit,10,5,3,Purchase
authorized,1.0,ACC-1037050564,153.10 -27.66,POS,Rhonda,3906.9,2018-10-06,F,40,QLD,03:48:19,28.58,3403c714678e493780c2639dad283c38,CUS-1614226872,debit,10,5,3,Purchase
posted,n/a,ACC-2920611728,144.96 -37.76,PAYMENT,Tyler,8322.68,2018-10-06,M,69,n/a,04:00:00,70.0,60b205552e1c4c7e918926e1671a7912,CUS-1388323263,debit,10,5,4,Others
posted,n/a,ACC-602667573,151.23 -33.96,PAYMENT,Michael,16351.49,2018-10-06,M,40,n/a,04:00:00,189.0,06a516e43a00431e910c942a8478a4ec,CUS-2031327464,debit,10,5,4,Others
posted,n/a,ACC-964839203,146.92 -36.07,PAYMENT,Michael,38942.35,2018-10-06,M,21,n/a,04:00:00,28.0,428f0bef53d94acabaf719701e3ef209,CUS-2059096722,debit,10,5,4,Others
authorized,0.0,ACC-2673069055,152.99 -27.49,SALES-POS,Richard,17171.47,2018-10-06,M,24,QLD,04:13:50,12.74,6d4abc17b5cf4de2976ded5a7cbd9305,CUS-51506836,debit,10,5,4,Purchase
authorized,1.0,ACC-3100725361,145.73 -17.03,SALES-POS,Ronald,5695.75,2018-10-06,M,25,VIC,04:33:04,23.21,f737d0fa8c2a46b49fdc1c748bfafb3a,CUS-2178051368,debit,10,5,4,Purchase
authorized,1.0,ACC-1243371644,150.90 -33.78,SALES-POS,Gregory,6982.32,2018-10-06,M,42,NSW,04:52:18,23.4,1347e6491037458093539496bf06a73f,CUS-3904958894,debit,10,5,4,Purchase
posted,n/a,ACC-2681137560,151.11 -33.99,PAYMENT,Nathaniel,8860.45,2018-10-06,M,31,n/a,05:00:00,26.0,92a03233bbb74ef6b6adda751920e7eb,CUS-2083971310,debit,10,5,5,Others
posted,n/a,ACC-1652235822,144.89 -37.81,PAYMENT,Renee,20118.54,2018-10-06,F,38,n/a,05:00:00,45.0,213f2e8300a44fbdad8b7596300f8674,CUS-2206365095,debit,10,5,5,Others
posted,n/a,ACC-1650504218,145.01 -37.93,PAYMENT,Marissa,14073.4,2018-10-06,F,23,n/a,05:00:00,43.0,d666aac5b9364138913523a5c5a6fc48,CUS-2500783281,debit,10,5,5,Others
posted,n/a,ACC-4281711154,144.98 -37.84,PAYMENT,Eric,40602.2,2018-10-06,M,42,n/a,05:00:00,37.0,9fb4b3ba9e474ae88e159b5675ae4c74,CUS-3151318058,debit,10,5,5,Others
authorized,1.0,ACC-1279356312,144.79 -37.73,POS,Tyler,10756.54,2018-10-06,M,44,VIC,06:23:04,11.84,e3fd465e53204dd8ad826143efb869d6,CUS-1892177589,debit,10,5,6,Purchase
authorized,1.0,ACC-1349834573,145.17 -37.84,SALES-POS,Matthew,13861.53,2018-10-06,M,39,NSW,07:20:47,50.13,eca8ade7fd1948209f5c0d9bb8463d12,CUS-1790886359,debit,10,5,7,Purchase
authorized,1.0,ACC-1222300524,151.23 -33.94,SALES-POS,Michael,1235.97,2018-10-06,M,38,NSW,08:00:23,18.05,f26ef936f7f74e66bd43106b37489e72,CUS-2142601169,debit,10,5,8,Purchase
authorized,1.0,ACC-1037050564,153.10 -27.66,POS,Rhonda,3893.64,2018-10-06,F,40,QLD,08:19:36,13.26,b3ab69ce37d141b59aded37d28b31e09,CUS-1614226872,debit,10,5,8,Purchase
authorized,1.0,ACC-154431271,153.09 -27.48,SALES-POS,Lori,3383.03,2018-10-06,F,18,QLD,08:38:50,8.26,b0ddd19fde2a4f91a8894e9c6ba09880,CUS-3702001629,debit,10,5,8,Purchase
authorized,1.0,ACC-154431271,153.09 -27.48,SALES-POS,Lori,3341.36,2018-10-06,F,18,WA,08:58:04,41.67,5dfcebbeb2904c6880f5bda2876c8ccd,CUS-3702001629,debit,10,5,8,Purchase
authorized,1.0,ACC-2249586092,115.98 -32.07,POS,Edward,9822.56,2018-10-06,M,19,NSW,09:10:27,58.9,35f18c4dfb4441a2b9f4a2361db66e7c,CUS-443776336,debit,10,5,9,Purchase
authorized,0.0,ACC-1598451071,153.41 -27.95,POS,Diana,3061.97,2018-10-06,F,26,QLD,09:22:05,4.58,fb59dd906e084bad94670b0e4a9e719e,CUS-2487424745,debit,10,5,9,Purchase
authorized,1.0,ACC-966140392,147.08 -37.97,POS,Joseph,7880.51,2018-10-06,M,21,VIC,09:33:43,35.94,390a1f7a11954d2981d6d9dd2ff2ee0c,CUS-537508723,debit,10,5,9,Purchase
authorized,1.0,ACC-4258502723,145.45 -37.74,SALES-POS,Kimberly,4607.15,2018-10-06,F,24,QLD,09:45:20,52.85,68999826b1b44794a7c2fee6fd07369e,CUS-3378712515,debit,10,5,9,Purchase
authorized,1.0,ACC-1890605467,143.88 -37.66,SALES-POS,Alexander,19408.5,2018-10-06,M,38,VIC,09:56:58,58.9,ea610437b2aa401abdf4bbcdf853cb08,CUS-1478398256,debit,10,5,9,Purchase
posted,n/a,ACC-574997646,150.79 -33.64,PAYMENT,Mackenzie,5322.0,2018-10-06,F,18,n/a,10:00:00,45.0,dcf2ab1783424442841760fbb8be737e,CUS-586638664,debit,10,5,10,Others
authorized,1.0,ACC-1349834573,145.17 -37.84,SALES-POS,Matthew,13853.01,2018-10-06,M,39,VIC,10:09:51,8.52,e638f6689ab14c85a215c9d8f76dc18d,CUS-1790886359,debit,10,5,10,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,3046.15,2018-10-06,F,26,QLD,10:23:11,15.82,23d5a009fc624cbf9a4edbcaa044ce52,CUS-2487424745,debit,10,5,10,Purchase
authorized,0.0,ACC-1222300524,151.23 -33.94,POS,Michael,673.21,2018-10-06,M,38,NSW,10:36:31,562.76,0f7c6beb52bd495eacf1df88eb793732,CUS-2142601169,debit,10,5,10,Purchase
authorized,1.0,ACC-1973887809,115.78 -31.90,SALES-POS,Antonio,6997.68,2018-10-06,M,26,WA,10:49:51,19.15,1d2fe7c053724c1096768a19b5b7e68b,CUS-1646621553,debit,10,5,10,Purchase
posted,n/a,ACC-2681137560,151.11 -33.99,PAYMENT,Nathaniel,8843.45,2018-10-06,M,31,n/a,11:00:00,17.0,62d75fa793c74577bc8a46ef35f49236,CUS-2083971310,debit,10,5,11,Others
authorized,1.0,ACC-1598451071,153.41 -27.95,POS,Diana,3033.96,2018-10-06,F,26,QLD,11:01:46,12.19,f953e12fecf14e2dab7bf425b5ba9843,CUS-2487424745,debit,10,5,11,Purchase
authorized,1.0,ACC-4258502723,145.45 -37.74,POS,Kimberly,4597.44,2018-10-06,F,24,VIC,11:09:11,9.71,4f0094b2f1374a1f8dcf63de9057ef75,CUS-3378712515,debit,10,5,11,Purchase
authorized,1.0,ACC-1443681913,150.92 -33.77,SALES-POS,Ryan,4780.55,2018-10-06,M,31,NSW,11:16:35,20.25,2edf70583f974f259726b1bb54e9cef8,CUS-3129499595,debit,10,5,11,Purchase
authorized,1.0,ACC-1523339231,115.83 -31.90,POS,Tim,68664.45,2018-10-06,M,40,WA,11:23:59,68.42,fb7cee7e78b04fdb9d550b8cc5e1827c,CUS-1816693151,debit,10,5,11,Purchase
authorized,0.0,ACC-3021093232,149.83 -29.47,SALES-POS,Melissa,9051.1,2018-10-06,F,30,NSW,11:31:24,24.13,c2863506a000418d8dc74f77cabdb498,CUS-55310383,debit,10,5,11,Purchase
authorized,0.0,ACC-1243371644,150.90 -33.78,POS,Gregory,6564.24,2018-10-06,M,42,NSW,11:38:48,418.08,2c3c31d9735344288237ec4e33065354,CUS-3904958894,debit,10,5,11,Purchase
authorized,1.0,ACC-2988263882,145.18 -37.90,POS,Michael,6701.95,2018-10-06,M,44,VIC,11:46:13,26.11,a34bde7b63b74671a133c5af01caec1e,CUS-1233833708,debit,10,5,11,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,SALES-POS,Richard,17130.83,2018-10-06,M,24,QLD,11:53:37,40.64,f7dc00036fb440749701e3b7859d1751,CUS-51506836,debit,10,5,11,Purchase
posted,n/a,ACC-588564840,151.27 -33.76,PAYMENT,Isaiah,17357.56,2018-10-06,M,23,n/a,12:00:00,101.0,8b36b9080af94ffa8ee7a540189fa8c7,CUS-1462656821,debit,10,5,12,Others
posted,n/a,ACC-1998563091,149.03 -35.25,PAYMENT,David,17442.43,2018-10-06,M,42,n/a,12:00:00,45.0,544e87c5f6c545ec9467339e710cee00,CUS-3395687666,debit,10,5,12,Others
authorized,0.0,ACC-1243371644,150.90 -33.78,SALES-POS,Gregory,6536.2,2018-10-06,M,42,VIC,12:02:22,28.04,2d7b5da674ef44f1b69f1adaad68a68d,CUS-3904958894,debit,10,5,12,Purchase
authorized,1.0,ACC-1443681913,150.92 -33.77,POS,Ryan,4761.24,2018-10-06,M,31,NSW,12:19:19,19.31,de76694b3338472a8e25f67b6d61c182,CUS-3129499595,debit,10,5,12,Purchase
authorized,0.0,ACC-2249586092,115.98 -32.07,SALES-POS,Edward,9813.17,2018-10-06,M,19,WA,12:36:16,9.39,64e2ef6e899d49ccb9f25559914cdf6a,CUS-443776336,debit,10,5,12,Purchase
authorized,0.0,ACC-3481401842,115.74 -31.72,SALES-POS,Tiffany,7132.55,2018-10-06,F,25,WA,12:53:13,13.75,7293712634754581bf38e870ffc8d8d4,CUS-1669695324,debit,10,5,12,Purchase
posted,n/a,ACC-90814749,151.68 -32.98,INTER BANK,Christopher,11696.7,2018-10-06,M,35,n/a,13:00:00,44.0,a67ad8f1e7a745929b2a3200896bfe04,CUS-1896554896,debit,10,5,13,Others
authorized,1.0,ACC-966140392,147.08 -37.97,SALES-POS,Joseph,7860.21,2018-10-06,M,21,VIC,13:10:42,20.3,67192d49ab8647f3941105a451605392,CUS-537508723,debit,10,5,13,Purchase
authorized,1.0,ACC-4258502723,145.45 -37.74,SALES-POS,Kimberly,4580.16,2018-10-06,F,24,SA,13:28:34,17.28,38b8f08186024251aaf35dae65d00a07,CUS-3378712515,debit,10,5,13,Purchase
authorized,1.0,ACC-1243371644,150.90 -33.78,POS,Gregory,6528.66,2018-10-06,M,42,NSW,13:46:25,7.54,d0277ec9994f42c592e1504499f5b622,CUS-3904958894,debit,10,5,13,Purchase
posted,n/a,ACC-37709441,153.41 -28.01,INTER BANK,Charles,17067.54,2018-10-06,M,18,n/a,14:00:00,45.0,fc484102d7154c4188f3752a249466da,CUS-3336454548,debit,10,5,14,Others
authorized,1.0,ACC-154431271,153.09 -27.48,POS,Lori,3317.87,2018-10-06,F,18,QLD,14:01:59,23.49,c1fb18b9bf3b407099509984acc77ccd,CUS-3702001629,debit,10,5,14,Purchase
authorized,0.0,ACC-154431271,153.09 -27.48,POS,Lori,3295.87,2018-10-06,F,18,QLD,14:10:14,22.0,e8440a43335145adade857cced58cadf,CUS-3702001629,debit,10,5,14,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,SALES-POS,Richard,17110.22,2018-10-06,M,24,QLD,14:18:30,20.61,a44f83a2cd094d54b74bcf70305fbe25,CUS-51506836,debit,10,5,14,Purchase
authorized,0.0,ACC-4258502723,145.45 -37.74,SALES-POS,Kimberly,4567.15,2018-10-06,F,24,VIC,14:26:46,13.01,1008acf46e754a37ad4a2f4e0cb7e33e,CUS-3378712515,debit,10,5,14,Purchase
authorized,1.0,ACC-1222300524,151.23 -33.94,POS,Michael,659.02,2018-10-06,M,38,NSW,14:35:02,14.19,9e35ce296b014f7da33347a0f3217e4b,CUS-2142601169,debit,10,5,14,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,SALES-POS,Richard,17089.22,2018-10-06,M,24,QLD,14:43:18,21.0,3d537b64388d4243956058531571977b,CUS-51506836,debit,10,5,14,Purchase
authorized,1.0,ACC-1652235822,144.89 -37.81,POS,Renee,20106.53,2018-10-06,F,38,VIC,14:51:34,12.01,58715f8109fa4c33b377756c1e0927bb,CUS-2206365095,debit,10,5,14,Purchase
authorized,1.0,ACC-3481401842,115.74 -31.72,SALES-POS,Tiffany,7066.11,2018-10-06,F,25,WA,14:59:50,66.44,e21d84cbf77742e1a9e607deca3a0ddb,CUS-1669695324,debit,10,5,14,Purchase
posted,n/a,ACC-3481401842,115.74 -31.72,PAYMENT,Tiffany,6906.11,2018-10-06,F,25,n/a,15:00:00,160.0,33f85704dd5c4b00b69ec424d6a08129,CUS-1669695324,debit,10,5,15,Others
authorized,1.0,ACC-182446574,116.06 -32.00,POS,Tonya,7600.48,2018-10-06,F,27,WA,15:11:08,16.89,63e524f794b44cbbab9411fa3a0caf61,CUS-3026014945,debit,10,5,15,Purchase
authorized,0.0,ACC-2776252858,144.95 -37.76,SALES-POS,Kristin,6978.33,2018-10-06,F,43,VIC,15:22:29,7.94,1a6c6eb644f84bcc90c9eec5b75dfe48,CUS-4123612273,debit,10,5,15,Purchase
authorized,1.0,ACC-1443681913,150.92 -33.77,SALES-POS,Ryan,4731.54,2018-10-06,M,31,NSW,15:33:51,29.7,b25eed9d57b94c59bea6d1063e3f9381,CUS-3129499595,debit,10,5,15,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,POS,Richard,15946.97,2018-10-06,M,24,QLD,15:45:13,1142.25,c1c6cf3a95ae48a6b512a1f646b40b15,CUS-51506836,debit,10,5,15,Purchase
authorized,1.0,ACC-1056639002,145.03 -37.91,POS,Michael,50486.29,2018-10-06,M,22,VIC,15:56:35,17.42,fad4eec612404275b2196a5acf1966c3,CUS-3462882033,debit,10,5,15,Purchase
posted,n/a,ACC-2920611728,144.96 -37.76,PAYMENT,Tyler,8305.68,2018-10-06,M,69,n/a,16:00:00,17.0,ca7a6173eccf453f8e10d73525036397,CUS-1388323263,debit,10,5,16,Others
posted,n/a,ACC-37709441,153.41 -28.01,PHONE BANK,Charles,17046.54,2018-10-06,M,18,n/a,16:00:00,21.0,7c88dd4e1cc747c0aac2cc5921a79dad,CUS-3336454548,debit,10,5,16,Others
authorized,0.0,ACC-966140392,147.08 -37.97,SALES-POS,Joseph,7853.0,2018-10-06,M,21,VIC,16:12:04,7.21,3fd660516f6b4e45aba845cb5e0e1c04,CUS-537508723,debit,10,5,16,Purchase
authorized,1.0,ACC-2673069055,152.99 -27.49,SALES-POS,Richard,15862.15,2018-10-06,M,24,QLD,16:29:18,84.82,546257e7215c4402b5896e62d7ce7225,CUS-51506836,debit,10,5,16,Purchase
authorized,1.0,ACC-1243371644,150.90 -33.78,SALES-POS,Gregory,6519.53,2018-10-06,M,42,NSW,16:46:33,9.13,0b722f5c338e443c9aa6345a1e725ab1,CUS-3904958894,debit,10,5,16,Purchase
posted,n/a,ACC-3827517394,151.12 -33.89,PAYMENT,Craig,41180.99,2018-10-06,M,28,n/a,17:00:00,128.0,291056ba17f9450d945f8a8d40cc8139,CUS-2663907001,debit,10,5,17,Others
posted,n/a,ACC-854938045,147.63 -22.84,PAYMENT,James,13081.3,2018-10-06,M,28,n/a,17:00:00,49.0,b1e23a17c18c4354bbea5b72a492ef18,CUS-4023861240,debit,10,5,17,Others
authorized,1.0,ACC-1334819143,145.13 -37.70,SALES-POS,Christopher,63506.78,2018-10-06,M,33,VIC,17:02:25,8.91,413ce4047e8e41fb9bdf5484e98ac847,CUS-3117610635,debit,10,5,17,Purchase
authorized,1.0,ACC-3536132544,144.93 -37.79,SALES-POS,Heather,7156.16,2018-10-06,F,41,VIC,17:13:24,14.79,0372ea89bda24c82b7f0bd3e61989148,CUS-2348881191,debit,10,5,17,Purchase
authorized,1.0,ACC-1334819143,145.13 -37.70,POS,Christopher,63447.92,2018-10-06,M,33,SA,17:24:23,58.86,bd3ff76526464c3daf2c436831a7893c,CUS-3117610635,debit,10,5,17,Purchase
authorized,1.0,ACC-1973887809,115.78 -31.90,POS,Antonio,6974.61,2018-10-06,M,26,WA,17:35:23,23.07,1b0ccc9806084aa18927866fe3b764f7,CUS-1646621553,debit,10,5,17,Purchase
authorized,0.0,ACC-2776252858,144.95 -37.76,SALES-POS,Kristin,6959.19,2018-10-06,F,43,VIC,17:46:22,19.14,8fb3cecd618f4849aeff43401f42dc17,CUS-4123612273,debit,10,5,17,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,POS,Diana,3018.49,2018-10-06,F,26,QLD,17:57:21,15.47,3e2d7eb880b6452295153a034291f13d,CUS-2487424745,debit,10,5,17,Purchase
posted,n/a,ACC-958000567,130.90 -12.37,PAYMENT,Sandra,9003.95,2018-10-06,F,34,n/a,18:00:00,17.0,da03243e13b54ae883a55fca227e5c75,CUS-4142663097,debit,10,5,18,Others
authorized,0.0,ACC-3233697971,151.04 -33.77,SALES-POS,Robin,10826.36,2018-10-06,F,34,NSW,18:17:16,24.39,c659a2cfac01486aaea3876d8cabac4f,CUS-1147642491,debit,10,5,18,Purchase
authorized,1.0,ACC-3481401842,115.74 -31.72,SALES-POS,Tiffany,6857.72,2018-10-06,F,25,NSW,18:39:59,48.39,0e16731e6e524977b93371e7405665f5,CUS-1669695324,debit,10,5,18,Purchase
authorized,1.0,ACC-4065652575,115.81 -31.82,SALES-POS,Lucas,12273.33,2018-10-06,M,21,WA,19:01:21,59.84,4659c4e4a0aa4c4a98ffe3c1af9b90dc,CUS-1117979751,debit,10,5,19,Purchase
authorized,1.0,ACC-966140392,147.08 -37.97,SALES-POS,Joseph,7805.56,2018-10-06,M,21,SA,19:12:43,47.44,8aff2caf568b4277a6b8edfba04c05d2,CUS-537508723,debit,10,5,19,Purchase
authorized,1.0,ACC-3741880913,150.50 -23.40,POS,Ashley,10035.34,2018-10-06,F,25,NSW,19:24:05,29.68,587833c2448541468da927b564f1d38a,CUS-1220154422,debit,10,5,19,Purchase
authorized,1.0,ACC-240804743,121.48 -30.75,POS,Kenneth,18737.22,2018-10-06,M,29,NSW,19:35:27,20.91,05fd5a64f34141a888185f4d6bbb187a,CUS-261674136,debit,10,5,19,Purchase
authorized,0.0,ACC-1424176027,151.08 -33.93,SALES-POS,Donald,8523.8,2018-10-06,M,22,NSW,19:46:49,10.11,367715be154a4ef59de3bf54f5ecca7b,CUS-3431016847,debit,10,5,19,Purchase
authorized,1.0,ACC-1334819143,145.13 -37.70,SALES-POS,Christopher,63417.66,2018-10-06,M,33,VIC,19:58:10,30.26,10c0248b06b8471fad8ce5a4c75d8776,CUS-3117610635,debit,10,5,19,Purchase
posted,n/a,ACC-4258502723,145.45 -37.74,INTER BANK,Kimberly,4539.15,2018-10-06,F,24,n/a,20:00:00,28.0,d04b9f0d2cb645179db2ae17e149dde9,CUS-3378712515,debit,10,5,20,Others
authorized,1.0,ACC-2988263882,145.18 -37.90,POS,Michael,6684.48,2018-10-06,M,44,VIC,20:06:13,17.47,e5f6a9098b0843658dc610a2a0d06abf,CUS-1233833708,debit,10,5,20,Purchase
authorized,1.0,ACC-1683215619,138.67 -34.86,SALES-POS,Barry,7826.38,2018-10-06,M,38,ACT,20:13:37,21.3,bf2d40162b594fbab3735d6d37fd43f1,CUS-1604596597,debit,10,5,20,Purchase
authorized,1.0,ACC-1243371644,150.90 -33.78,POS,Gregory,6495.1,2018-10-06,M,42,NSW,20:21:02,24.43,5c08a5c5d87645f284683a2cbc7817a5,CUS-3904958894,debit,10,5,20,Purchase
authorized,1.0,ACC-2988263882,145.18 -37.90,POS,Michael,6668.41,2018-10-06,M,44,VIC,20:28:26,16.07,8e430f52dc1c435ea9c53ef0b90dc84d,CUS-1233833708,debit,10,5,20,Purchase
authorized,1.0,ACC-3771436525,145.04 -37.92,POS,Derek,5066.44,2018-10-06,M,20,VIC,20:35:51,11.54,6bcb401500754c3d8aed43fc78e75164,CUS-3325710106,debit,10,5,20,Purchase
authorized,1.0,ACC-1652235822,144.89 -37.81,SALES-POS,Renee,20090.6,2018-10-06,F,38,VIC,20:43:15,15.93,6baacaeb524741d68a7cc0ff58643bdd,CUS-2206365095,debit,10,5,20,Purchase
authorized,1.0,ACC-1652235822,144.89 -37.81,SALES-POS,Renee,20060.18,2018-10-06,F,38,VIC,20:50:39,30.42,3a3e523c2aa94f149c2e02dbd4599858,CUS-2206365095,debit,10,5,20,Purchase
authorized,1.0,ACC-1598451071,153.41 -27.95,SALES-POS,Diana,3007.39,2018-10-06,F,26,QLD,20:58:04,11.1,d882861e2fcc40588b7be5e15d58578c,CUS-2487424745,debit,10,5,20,Purchase
posted,n/a,ACC-1344825761,151.09 -33.91,PAYMENT,Sarah,22733.41,2018-10-06,F,46,n/a,21:00:00,28.0,428530d59d8b4b86aed0855d2e8dff09,CUS-1499065773,debit,10,5,21,Others
authorized,1.0,ACC-1349834573,145.17 -37.84,POS,Matthew,13823.05,2018-10-06,M,39,VIC,21:03:36,29.96,1d5e76d3f208443088e5d7a2e3783648,CUS-1790886359,debit,10,5,21,Purchase
authorized,1.0,ACC-2988263882,145.18 -37.90,POS,Michael,6636.26,2018-10-06,M,44,QLD,21:08:29,32.15,b3c274977a4d4d2f90c19896a70614aa,CUS-1233833708,debit,10,5,21,Purchase
authorized,0.0,ACC-3233697971,151.04 -33.77,POS,Robin,10784.66,2018-10-06,F,34,WA,21:13:21,41.7,7412718951ef4ff6b265b9dee76187f4,CUS-1147642491,debit,10,5,21,Purchase
authorized,0.0,ACC-854938045,147.63 -22.84,POS,James,13060.16,2018-10-06,M,28,QLD,21:18:14,21.14,fce396d4ce7841aba61270bf9e2e55a1,CUS-4023861240,debit,10,5,21,Purchase
authorized,0.0,ACC-182446574,116.06 -32.00,POS,Tonya,7593.65,2018-10-06,F,27,WA,21:23:07,6.83,750ba1d2228247a7a1306ee02675e6e3,CUS-3026014945,debit,10,5,21,Purchase
authorized,1.0,ACC-3771436525,145.04 -37.92,SALES-POS,Derek,5060.46,2018-10-06,M,20,VIC,21:27:59,5.98,f744e5df43ad4923b686d5bc736e2a06,CUS-3325710106,debit,10,5,21,Purchase
authorized,1.0,ACC-3541460373,145.00 -37.83,POS,Jeffrey,3428.77,2018-10-06,M,24,NSW,21:32:52,43.83,265e7f6dc66e46b2934244bbb6d27e2b,CUS-1433879684,debit,10,5,21,Purchase
authorized,1.0,ACC-1037050564,153.10 -27.66,SALES-POS,Rhonda,3835.57,2018-10-06,F,40,QLD,21:37:45,58.07,c43801428e33451290e370ec0fdfe3a3,CUS-1614226872,debit,10,5,21,Purchase
authorized,1.0,ACC-154431271,153.09 -27.48,POS,Lori,3282.51,2018-10-06,F,18,QLD,21:42:38,13.36,f6e79151fcf04241969eff7bde2be007,CUS-3702001629,debit,10,5,21,Purchase
authorized,1.0,ACC-3481401842,115.74 -31.72,SALES-POS,Tiffany,6830.77,2018-10-06,F,25,WA,21:47:30,26.95,600168c1838a4e7fb61c4bebc142368e,CUS-1669695324,debit,10,5,21,Purchase
authorized,1.0,ACC-847145727,115.90 -31.92,SALES-POS,Michael,58940.84,2018-10-06,M,19,NSW,21:52:23,53.29,61ac5c82855e4302a1195cc6c6d2ab4b,CUS-1609060617,debit,10,5,21,Purchase
authorized,1.0,ACC-1890605467,143.88 -37.66,POS,Alexander,19379.72,2018-10-06,M,38,VIC,21:57:16,28.78,8508bfb708ad4e4bb67bc3524e58d3cc,CUS-1478398256,debit,10,5,21,Purchase
posted,n/a,ACC-1799207998,150.68 -33.79,PAYMENT,Susan,7952.78,2018-10-06,F,20,n/a,22:00:00,30.0,243cb4bbc6864e72baff8aa161299431,CUS-164374203,debit,10,5,22,Others
posted,n/a,ACC-38923874,151.27 -33.90,PAYMENT,Ryan,43886.31,2018-10-06,M,38,n/a,22:00:00,134.0,470ccdcf92dc460eb0bf4e49dbc27832,CUS-3249305314,debit,10,5,22,Others
